,user_id,movie_names
396,397,"['Scarface', 'The 39 Steps', 'Bang, Boom, Bang', 'Batman Returns', 'Go for Zucker']"
397,398,"['Judgment Night', 'Dancer in the Dark', 'Metropolis', 'The Endless Summer', 'Pirates of the Caribbean: The Curse of the Black Pearl']"
399,400,"['Ariel', 'Shadows in Paradise', 'Judgment Night']"
400,401,"['The Sixth Sense', 'Sleepless in Seattle']"
401,402,['My Name Is Bruce']
402,403,"['The 39 Steps', 'A River Runs Through It', 'Monsoon Wedding']"
403,404,"['The Dark', 'Metropolis', 'Akira']"
404,405,"['Monsoon Wedding', 'The Thomas Crown Affair']"
405,406,"['Cleopatra Jones and the Casino of Gold', 'The Blood of Fu Manchu']"
406,407,"['Bollywood/Hollywood', 'Casino', 'The Grapes of Wrath', 'The Last Samurai', 'Harry Potter and the Prisoner of Azkaban']"
407,408,"['Contempt', 'The Devil Wears Prada', 'Summer in Berlin']"
408,409,"['Transamerica', 'The Other Side of the Bed']"
409,410,"['Back to the Future', 'To Be or Not to Be', 'Batman Begins', 'Eyes Wide Shut']"
410,411,"['Million Dollar Baby', 'Three Colors: Red', 'The Poseidon Adventure']"
411,412,"['Dancer in the Dark', 'Three Colors: Red']"
412,413,"['Judgment Night', 'American Beauty', 'The Dark', 'Jarhead']"
413,414,"['48 Hrs.', 'Minority Report', 'Rebecca', 'The Million Dollar Hotel', 'Once Were Warriors']"
414,415,['The Dark']
415,416,"['Star Wars', '48 Hrs.', ""Knockin' on Heaven's Door"", 'Back to the Future Part II']"
416,417,"['Contempt', 'The Million Dollar Hotel', 'Reservoir Dogs', 'The Poseidon Adventure']"
417,418,"['Shadows in Paradise', 'Judgment Night', 'The Dark']"
418,419,"['Pirates of the Caribbean: The Curse of the Black Pearl', 'Terminator 3: Rise of the Machines', 'Solaris']"
419,420,"['Syriana', 'Rope']"
420,421,"['Ariel', 'Star Wars']"
421,422,"['Back to the Future Part II', 'Terminator 3: Rise of the Machines', 'The Million Dollar Hotel']"
422,423,"['Taxi Driver', 'Three Colors: Red', 'Braveheart', 'Halloween', 'The Thirteenth Floor']"
423,424,['Kettle of Fish']
424,425,"['Three Colors: Red', 'Breaking the Waves', 'Terminator 3: Rise of the Machines', 'Grill Point', 'The Million Dollar Hotel']"
425,426,"['Judgment Night', 'The Endless Summer', 'Million Dollar Baby', 'Indiana Jones and the Last Crusade']"
426,427,"['Three Colors: Red', '48 Hrs.', 'The 39 Steps']"
427,428,"['Mean Streets', 'Mission: Impossible', 'Escape from New York', 'Rush Hour']"
428,429,"['Ariel', 'Citizen Kane', 'Metropolis']"
429,430,"['Shadows in Paradise', 'Four Rooms', 'Judgment Night']"
430,431,"['Judgment Night', 'Star Wars', 'The Dark']"
431,432,"['American Beauty', 'The Dark']"
432,433,"['The 39 Steps', 'The Million Dollar Hotel', 'Casino']"
433,434,"['Ariel', 'The Fifth Element', 'The Endless Summer', 'Jarhead']"
434,435,"['Minority Report', 'Terminator 3: Rise of the Machines', 'The Million Dollar Hotel', 'The Day After Tomorrow']"
435,436,[]
436,437,"['Twin Peaks: Fire Walk with Me', 'Say Anything...']"
437,438,"['Minority Report', 'The Marriage of Maria Braun', 'Krull']"
438,439,"[""Pirates of the Caribbean: Dead Man's Chest"", 'Breaking the Waves', 'Zatoichi', 'Willy Wonka & the Chocolate Factory']"
439,440,"['Brother', 'Mala Noche', 'Solaris']"
441,442,"['The Simpsons Movie', 'Three Colors: Red', 'Once Were Warriors', 'The Hours', 'Finding Neverland']"
442,443,"['Three Colors: Red', '48 Hrs.']"
444,445,"['Ariel', 'Shadows in Paradise', 'Metropolis']"
445,446,"['Three Colors: Red', 'The Promised Land', 'The Crime of Padre Amaro', 'Or (My Treasure)']"
446,447,"['Three Colors: Red', 'The Million Dollar Hotel', 'Casino', 'The Coast Guard']"
447,448,"['Titanic', 'Sleepless in Seattle', 'The Thomas Crown Affair']"
449,450,"['Scarface', 'The Lord of the Rings']"
450,451,"['Three Colors: Red', '48 Hrs.']"
451,452,"['Back to the Future', 'Three Colors: Red', 'Back to the Future Part II', 'Monsoon Wedding']"
452,453,"['Miami Vice', 'Murder She Said', 'Sleepless in Seattle', 'Birdman of Alcatraz', 'The Thomas Crown Affair']"
453,454,"['The White Sound', 'Terminator 3: Rise of the Machines', 'The Million Dollar Hotel']"
454,455,"['Ariel', 'Judgment Night', 'Star Wars', 'Dancer in the Dark']"
455,456,"['Love Actually', 'Dawn of the Dead']"
456,457,"['Ariel', 'Indiana Jones and the Temple of Doom', 'Three Colors: Red']"
457,458,['Shriek If You Know What I Did Last Friday the Thirteenth']
458,459,"['Finding Nemo', 'Zatoichi', 'Live and Let Die', 'The 39 Steps']"
459,460,"['American Beauty', 'Hero', 'Rome, Open City', 'Brother', ""Harry Potter and the Philosopher's Stone""]"
460,461,['Pirates of the Caribbean: The Curse of the Black Pearl']
461,462,"['Blood: The Last Vampire', 'Madagascar', 'Rope']"
462,463,"['Judgment Night', 'Star Wars', 'Dancer in the Dark', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Kill Bill: Vol. 1']"
463,464,['Don Juan DeMarco']
464,465,"['Ariel', 'Shadows in Paradise', 'Judgment Night', 'Metropolis']"
465,466,"[""Breakfast at Tiffany's"", 'Sissi', 'The Man with the Golden Arm', 'The Ring', 'A View to a Kill']"
466,467,"['Three Colors: Red', 'Men in Black II', 'I Love You to Death']"
467,468,"['Ariel', 'Finding Nemo', 'Metropolis']"
468,469,"['Dancer in the Dark', 'The Dark', 'The Endless Summer', 'Jarhead']"
469,470,"['A Clockwork Orange', 'The 39 Steps']"
470,471,['The 39 Steps']
471,472,"['The 39 Steps', 'The Million Dollar Hotel']"
473,474,['The Endless Summer']
474,475,"[""Muriel's Wedding"", 'Sunset Boulevard']"
475,476,"['Star Trek IV: The Voyage Home', 'Lili Marleen', 'Bandyta', 'Blackmail', 'Bread and Tulips']"
476,477,['The Million Dollar Hotel']
477,478,"['Ariel', ""Ocean's Twelve"", 'Lucky Number Slevin', 'A River Runs Through It']"
478,479,"['Three Colors: Red', 'The Million Dollar Hotel']"
479,480,"['Three Colors: Red', '28 Days Later']"
480,481,['Jarhead']
481,482,"['Judgment Night', 'Metropolis', 'The Endless Summer', 'Kill Bill: Vol. 1']"
482,483,"['Ariel', 'Judgment Night']"
484,485,"['The 39 Steps', 'The Million Dollar Hotel', 'Once Were Warriors']"
486,487,"['Judgment Night', 'American Beauty', 'The Fifth Element', 'Jarhead']"
487,488,"['The 39 Steps', 'Cockles and Muscles', 'The Man with the Golden Arm', 'Murder She Said']"
488,489,"['The Million Dollar Hotel', 'Local Color']"
489,490,"['Twelve Monkeys', 'Run Lola Run', '48 Hrs.']"
490,491,[]
491,492,"['Three Colors: Red', 'Terminator 3: Rise of the Machines', 'The Million Dollar Hotel', 'Monsoon Wedding']"
492,493,"['Tron', 'All About My Mother']"
493,494,"[""Pirates of the Caribbean: Dead Man's Chest"", ""Ocean's Twelve"", 'Star Trek IV: The Voyage Home']"
494,495,['Star Trek V: The Final Frontier']
495,496,"['The 39 Steps', 'Interview with the Vampire', 'Final Fantasy VII: Advent Children']"
496,497,"['Die Hard', 'Duel', 'King Kong vs. Godzilla', 'Rush Hour']"
497,498,"['Three Colors: Red', 'Monsoon Wedding', 'The Thomas Crown Affair']"
498,499,"['Dancer in the Dark', 'Metropolis', 'Jarhead']"
